Key,Id,English (United States)(en-US),Korean (South Korea)(ko-KR)
"UI_CharacterAttack_406",199351276649046016,"Periodic ice walls that monsters cannot pass are installed.
The installation interval of the ice walls is random.","주기적으로 몬스터가 지나다닐 수 없는 빙벽을 설치합니다.
빙벽의 설치 주기는 랜덤입니다."
"UI_CharacterInfo_406",199351279421480960,"I'll protect you, so fight with all your might!","내가 지키고 있을 테니, 마음껏 싸워라!"
"UI_Stat_GUARDIAN_BARRIER_CYCLE",199391822046289920,"Ice Wall Cooldown(min)","빙벽 생성주기(최소)"
"UI_Stat_GUARDIAN_BARRIER_DURATION",199391823971475456,"Ice Wall Time(sec)","빙벽 지속시간(초)"
"UI_Character_106",199745879145807872,"Lemming Toxin","레밍톡신"
"UI_CharacterAttack_106",199745881574309888,"Throw a flask of poison or flask for AoE damage.","독이든 플라스크를 던져 범위 피해를 입힙니다."
"UI_CharacterInfo_106",199745883637907456,"One drop of poison is enough, isn't it?","독방울 한 방울이면 충분해, 그렇지?"
"UI_Character_306",199745949685612544,"Trickster","트릭스터"
"UI_CharacterAttack_306",199745951929565184,"You can switch places with a character of the same star.
Trickster who switch places become dizzy.","동일한 성급의 캐릭터와 자리를 변경할 수 있습니다.
자리를 변경한 트릭스터는 어지러움에 빠집니다."
"UI_CharacterInfo_306",199745953577926656,"Now is the time to recalibrate our destiny! @_@","지금, 우리의 운명을 재정비할 때다! @_@"
"UI_Stat_TRICKSTER_GLACIER_CHANGE",199786699693588480,"Dizziness Time(sec)","어지러운 시간(초)"
"UI_Stat_LEMMINGTOXIN_TOXIC_RATETIME",199786736976756736,"Poison Time(sec)","독 지속시간(초)"
"UI_MissionDesc_11",202188669425016832,"Have 4 non-attacking units (Hidden)","비공격 유닛 4마리 보유 (히든)"
"MSG_Switching_Account_Success",202904827333697536,"Account Switching Complete.","전환 완료되었습니다."
"MSG_Exhausted_ADS",207032581941985280,"You've exhausted your prepared ads.
Please try again later.","준비된 광고가 모두 소진되었습니다.
나중에 다시 시도해 주세요."
"UI_HatchingInfo",207226262042697728,"Collect 1000 fossils to obtain a character of your desired grade!","부화석 1000개를 모아서
 원하는 등급의 캐릭터를 얻어보세요!"
"UI_HatchingExchange",207226263733002240,"Change","교환"
"UI_HATCHING_ORB_COMMON",207226266232807424,"Common Hatching Orb","일반 부화석"
"UI_HATCHING_ORB_UNCOMMON",207226268078301184,"Uncommon Hatching Orb","레어 부화석"
"UI_HATCHING_ORB_RARE",207226277288992768,"Rare Hatching Orb","유니크 부화석"
"UI_HATCHING_ORB_EPIC",207226739987832832,"Epic Hatching Orb","에픽 부화석"
"UI_HATCHING_ORB_LEGENDARY",207226749320159232,"Legendary Hatching Orb","레전드 부화석"
"UI_GRADE_HATCHING_ORB_COMMON",207281008245989376,"Common","노말"
"UI_GRADE_HATCHING_ORB_UNCOMMON",207281009676247040,"Uncommon","레어"
"UI_GRADE_HATCHING_ORB_RARE",207281021843922944,"Rare","유니크"
"UI_GRADE_HATCHING_ORB_EPIC",207281025690099712,"Epic","에픽"
"UI_GRADE_HATCHING_ORB_LEGENDARY",207281330783772672,"Legendary","전설"
"NOT_HAVING_ITEM_HATCHING",207960818471395328,"Not Enough Hatchet Orb","부화석의 개수가 부족합니다."
"NOT_ENOUGH_ITEMS_HATCHING",207974212389822464,"Not Enough Hatchet Orb","부화석의 개수가 부족합니다."
"UI_HATCHING_Orb_TITLE",209936234143121408,"Hatching Orb","부화석"
"UI_BattlePass_Season",209936234176675840,"Season {0}","시즌 {0}"
"UI_BattlePass_Season_Name_1",209936234176675841,"Emperor Pass","황제 패스"
"UI_BattlePass_Colse_Time",209936234176675842,"Close: {0}","마감: {0}"
"UI_BattlePass_Active",209936234176675843,"Pass Activate","패스 활성화"
"UI_BattlePass_Free",209936234176675844,"<size=40><sprite=26></size>Free","<size=40><sprite=26></size>무료 패스"
"UI_BattlePass_Premium",209936234176675845,"<sprite=27>Premium","<sprite=27>프리미엄 패스"
"UI_BattlePass_Activate_Desc",209936234176675846,"Activate the Premium Pass
To earn various rewards and get Legendary Character!","프리미엄 패스를 활성화하여
푸짐한 보상과 함께 전설 캐릭터를 획득하세요!"
"UI_BattlePass_Period",209936234176675847,"Season Period: {0} ~ {1}","시즌 기간: {0} ~ {1}"
"UI_BattlePass_Purchase_Desc",209936234176675848,"This product is considered used immediately upon purchase and is non-refundable.
(Cancellation is possible if purchased by a minor without the consent of a legal guardian)","해당 상품은 구매 즉시 사용한 것으로 간주되어 청약철회가 불가능합니다.
(법정대리인 동의 없는 미성년자 명의 결제 시 취소 가능)"
"UI_BattlePass_Cristal_Exchange",209936234176675849,"Cristal Exchange","크리스탈 교환"
"UI_BattlePass_Cristal_Exchange_Desc",209936234176675850,"Level up 10
levels at once!","한 번에 10레벨을
올려보세요!"
"UI_Not_Period_ends",210528385476059136,"Expierd content.","기간이 종료된 컨텐츠 입니다."
"UI_Not_Pass_Reward",210528387782926336,"Failed to recive compensation.","보상 받기에 실패했습니다."
"EXCEED_BATTLE_PASS_EXP",210531624632180736,"You cannot purchase more than the required crystal.","필요한 크리스탈을 초과하여 구매할 수 없습니다."
"UI_Crystal_Pass_Desc",212341249039917056,"Would you like to purchase crystals?","크리스탈을 구매하시겠습니까?"
"UI_Crystal_Pass_Title",212341533531168768,"Buy Crystal","크리스탈 구매"
"BOX_GOLD_10_STIK",212413361918304256,"Gold Box","골드 상자"
"BOX_SILVER_10_STIK",212413501748011008,"Silver Box","실버 상자"
"UI_Character_307",214604367954698240,"Hi-Five","하이파이브"
"UI_CharacterInfo_307",214604374313263104,"Selfish people can never cooperate.
The result is those trash.
It's so pathetic.","이기적인 인간들은 절대 협력할 수 없지.
그 결과가 저 쓰레기들인 거야.
한심하기 짝이 없군."
"UI_CharacterAttack_307",214604397084139520,"If there are other hives in adjacent positions, they will be in a connected state. The more connections there are, the greater the damage will increase, and when 5 or more are connected, the range will also increase.","인접한 위치에 다른 하이브가 있으면 연결 상태가 됩니다.
연결된 상태가 많을 수록 데미지가 증가하고, 5개 이상이 연결됐을 때 사거리가 증가합니다."
"UI_Character_407",214900857984352256,"Yuri","유리"
"UI_CharacterInfo_407",214900860442214400,"These trash heaps will pay for what they've done.
My arrows will bring them to justice.","이 쓰레기 더미들은 그 대가를 치르게 될 거야.
내 화살이 정의를 찾아줄 테니까."
"UI_CharacterAttack_407",214900862350622720,"Arrows rain down when there are enemies within range.
The rain of arrows deals additional damage based on lost health.","사거리 내 적이있을 때 화살비를 내립니다.
화살비는 잃은 체력 만큼 추가 데미지를 입힙니다."
"UI_Character_1403",214901211690008576,"Lulu","루루"
"UI_CharacterInfo_1403",214901215804620800,"The guardian, master, and king of the deep sea...
My ocean will protect you.","나는 깊은 바다의 수호자이자 주인이자 왕...
나의 바다가 너희를 지켜줄 것이야."
"UI_CharacterAttack_1403",214901216496680960,"When Lulu appears or at regular intervals, she grants the highest-starred ally a soap bubble (shield).","루루가 등장하거나 일정 시간마다 성급이 가장 높은 아군에게 비눗방울(보호막)을 제공합니다."
"UI_Special_Shop_Category_1",214909197858734080,"STIK Event","STIK Event"
"UI_Special_Shop_Time",214909255538802688,"{0} days left","{0}일 남음
"
"UI_Special_Shop
",214909526604087296,"Special Shop
","특별상점"
"UI_StikToGem_Sale_Rate",214909667717251072,"Sale","Sale"
"UI_Sale_Special",214909714806702080,"Available ({0}/{1})","구매가능 ({0}/{1})"
"UI_BOX_LEGEND_DESC",214909915592228864,"Legend
Get!","전설
확정!"
"UI_Special_Shop_Empty",214914039452893184,"No items available at the moment.","현재 준비된 상품이 없습니다."
"MSG_limited_Count",214914161335173120,"The item has been purchased.
We'll bring you even better products.","해당 상품을 모두 구매하였습니다.
더 좋은 상품으로 찾아뵙겠습니다."
"UI_Stat_HIFIVE_EXTRA_DAMAGE",214947742849794048,"Extra Damage","추가 데미지"
"UI_Stat_HIFIVE_RANGE_UP",214948689588092928,"Range Up","사거리 증가"
"UI_Stat_YURI_PER_DAMAGE",214948809851371520,"Lost HP Per Damge","잃은 체력비례 데미지"
"UI_Stat_YURI_DURATION",214949448887140352,"Duration(sec)","지속시간(초)"
"UI_Stat_YURI_COOLDOWN",214949703519141888,"Cooldown(sec)","쿨타임(초)"
"UI_Stat_LULU_BUBBLE",214950058810245120,"Cooldown(sec)","생성 주기(초)"
"TOO_MANY_REQUESTS",215264293370716160,"Please try again later.","잠시 후 다시 시도해주세요"
"INVALID_BATTLE_PASS_EXP_PRICE",216031480020721664,"It is not a set price.","정해진 가격값이 아닙니다."
"DISABLED_BATTLE_PASS",216032281434775552,"This is a deactivated battle pass.","비활성화된 배틀패스 입니다."
"SpecialStore_ITEM",218571649265426432,"STIK SHOP","스틱 상점"
"BOX_LEGEND",218573748002873344,"Legendary Box","레전더리 상자"
"MSG_TOO_MANY_REQUESTS",218618273228382208,"Please try again later.","잠시 후 다시 시도해주세요"
"BOX_WOOD",219920077920657408,"Wood Box","나무 상자"
"UI_Profile_Edit",220317643378622464,"Profile Edit","프로필 변경"
"GEM_50000_SPECIAL",220384049182531584,"Gem Exchange","젬 교환"
"GEM_150000_SPECIAL",220384088822898688,"Gem Exchange","젬 교환"
"UI_Weekly_Ready_Desc",221033275279638528,"I'm waiting for a fair game.
Please wait a moment.","공정한 게임을 위해 대기하고 있는 상태에요.
잠시만 기다려주세요."
" UI_Monthly_Package",221033443399925760,"Monthly Gem Pack","월정액 패키지"
"UI_MonthlyGemPack_Refund_Desc",221033825291304960,"The withdrawal of the subscription is restricted when seven days have passed since the purchase or when the product is received.
","구매 후 7일이 경과하였거나 상품 수령 시 청약 철회가 제한됩니다."
"UI_MonthlyGemPack_Slogan",221036227859939328,"Lasts for 30 days!","30일간 효과 지속!"
"UI_MonthlyGemPack",221036360026652672,"Monthly Jewelry Package","월간 젬 패키지"
"UI_Purchase_Immediate",221036362002169856,"Available immediately upon purchase!","구매 즉시!"
"UI_Purchase_Cycle",221036363549868032,"Every {0} hours!","{0}시간 마다!"
"UI_MonthlyGemPack_BonusButton",221036950614016000,"Click to receive!","클릭해서 받기!"
"UI_MonthlyGemPack_DurationTimer",221037007027404800,"Available for purchase after {0}","{0} 이후 구매 가능"
"MSG_Not_Enough_Cool_Time",221136637964312576,"It's a cooldown period!","쿨타임 입니다!"
"MSG_Not_Having_Package",221136642326388736,"Please purchase the package!","패키지를 구매해주세요!"
"UI_Ranking_Empty",222477231332515840,"The ranking for today hasn't been decided yet!","오늘의 순위가 아직 정해지지 않았어요!"
"UI_Character_408",228671880644517888,"Owlrus","오루스"
"UI_CharacterInfo_408",228671885862232064,"O dark sorcerer...
Your darkness will not last long.
The twilight storm will obliterate our enemies,
and Orus... I shall be your salvation!","오오 흑마법사여...
너의 어둠은 오래가지 못할 것이다.
황혼의 폭풍은 적들을 소멸시키고,
오루스... 내가 그대들을 구원할 것이다!"
"UI_CharacterAttack_408",228672112040075264,"You send the Twilight Storm to the farthest enemy on the field.
Enemies in its path take damage proportional to their maximum health.","필드상 가장 멀리있는 적에게 황혼의 폭풍을 날립니다.
황혼의 폭풍이 지나간 자리는 최대 체력 비례 데미지를 입습니다."
"UI_Stat_OWLRUS_DAMAGE",228742750243119104,"Full HP Per Damage","최대 체력비례 데미지"
"UI_Stat_GUARDIAN_BARRIER_CYCLE_MAX",229806161888903168,"Ice Wall Cooldown(max)","빙벽 생성 주기 (최대)"
"UI_Not_Activated",229859860241809408,"Not Activated","활성화되지 않음"
"UI_CharacterInfo_308",229859986209341440,"The power of life is always with us.
When this battle ends, peace will return once more.
Don't give up; the balance of nature will always be restored.","생명의 힘은 언제나 우리와 함께하죠.
이 싸움이 끝날 때, 평화는 다시 찾아올 것입니다.
포기하지 말아요, 자연의 질서는 언제나 회복될 테니까요."
"UI_CharacterAttack_308",229860227037888512,"When Flora is summoned or fused, you obtain one Water Droplet.
Flora of 4-star rank or higher uses Nature's Healing.
Nature's Healing restores cracked ice and provides a Bubble if there is no cracked ice.","소환하거나 합성했을 때 플로라가 등장한다면 물방울 하나를 획득합니다.
4성 이상의 플로라는 자연의 치유를 사용합니다.
자연의 치유는 갈라진 빙판을 회복시키고 갈라진 빙판이 없을 경우 비눗방울을 제공합니다."
"UI_Stat_FLORA_DAMAGE",229862133441331200,"Nature Heal Cooldown","자연의 치유 쿨타임"
"UI_Character_308",230156724922736640,"Flora","플로라"
"UI_MISSION_LOGIN",235154633024069632,"Login {0}","로그인 {0}회"
"UI_MISSION_BOSS",235154660123467776,"Kill Boss {0}","보스처치 {0}회"
"UI_MISSION_INAPP",235154722572460032,"In-App Purchase {0}","인앱결제 {0}회"
"UI_MISSION_PLAY",235154745926344704,"Game Play {0}","게임플레이 {0}회"
"UI_MISSION_MONSTER",235154770744041472,"Kill monsters {0}","몬스터 처치 {0}회"
"UI_MISSION_AD",235154890977959936,"Ad Viewing {0}","광고 시청  {0}회"
"UI_MISSION_WAVE",235156528849477632,"Highest Wave {0}","최고 웨이브  {0}회"
"UI_MISSION_MISSION",235156577037836288,"Misson Clear {0}","미션 클리어  {0}회"
"UI_Daily_Quest",235174023958355968,"Daily Quest","일일 퀘스트"
"UI_Achievement",235174184214323200,"Achievement","업적"
"UI_Daily_Quest_Limit",235175410473623552,"{0:D2}h {1:D2}m {2:D2}s","{0:D2}시간 {1:D2}분 {2:D2}초"
"UI_MISSION_GEM_SWAP",238504248746172416,"Gem Exchange {0}","젬 교환 {0} 개"
"UI_MISSION_GEM_SPEND",238504515076087808,"Gem Spend {0}","젬 소비 {0} 개"
"UI_Insufficient_Condition",240933497352478720,"You are not eligible for compensation as the conditions have not been met.","조건이 충족되지 않아 보상을 받을 수 없습니다."
"UI_Failed_Achievement",240937800423170048,"You are not able to claim the compensation at this time.
Please try again.","보상을 수령할 수 없는 상태입니다.
다시 시도해 주세요."
"UI_Already_Rewarded",240938600134336512,"This compensation has already been claimed.","이미 수령한 보상입니다."
"UI_Failed_DailyQuest",240939641118646272,"The required conditions have not been met.","요구 조건이 충족되지 않았습니다."
"UI_MISSION_CLASSUP",241393874347483136,"Character LevelUp {0}","캐릭터 레벨업 {0}회"
"UI_MISSION_SUMMON",241393876117479424,"Character Summon {0}","캐릭터 소환 {0}회"
"UI_MISSION_MERGE",241393948834127872,"Character Merge {0}","캐릭터 합성 {0}회"
"UI_MISSION_HIGHGRADE",241394025292095488,"Has Character FourStar {0}","캐릭터 4성{0}개 보유"
"UI_MISSION_UPGRADE",241394060603940864,"Character Upgrade {0}","캐릭터 업그레이드 {0}회"
"UI_Quest_Reward_Title",242388870320087040,"Earn Rewards","보상 획득"
"TMSG_Tutorial_Fail",243200961627389952,"Please <color=#CCEEFF>click</color> on the highlighted part.","강조된 부분을 <color=#CCEEFF>클릭</color>해 주세요."
"UI_Network_Unstable_Logout",245037109389287424,"The network connection is unstable, attempting to reconnect.","네트워크 환경이 불안정하여 
재접속을 시도합니다."
"UI_Character_410",247468776896847872,"Vegas","베가스"
"UI_CharacterInfo_410",247468780092907520,"I'm Vegas, from Las Vegas. Is it fate or skill? One shot will prove it.","라스베가스에서 온 베가스야.
""운명이냐, 실력이냐? 단 한발이면 증명되지."""
"UI_CharacterAttack_410",247468782852759552,"Normal attacks and critical hits deal random damage.","일반 공격과 크리티컬이 무작위 데미지를 입힙니다."
"UI_Stat_VEGAS_MIN_DAMAGE",247510052958625792,"Min Damage","최소 데미지"
"UI_Stat_VEGAS_MAX_DAMAGE",247510057102598144,"Max Damage","최대 데미지"
"UI_Stat_VEGAS_SPECIAL_EFFECT",247510061120741376,"Special Effects","특수 이펙트"
"UI_Character_409",247563815488577536,"Hammering","해머링"
"UI_CharacterInfo_409",247563819557052416,"Oops... looks like my hand slipped!
Sorry about that, Beosk!","아이쿠... 손이 미끄러졌네!
미안해, 버스크!"
"UI_CharacterAttack_409",247563823021547520,"When making a basic attack, there is a chance to attack with a hammer.
The hammer can be enhanced through upgrades, but upgrades may fail or reset.
If the upgrade level is 10 or higher, the hammer gains additional damage based on the target's current HP.","일반 공격 시 확률에 따라 해머로 공격합니다.
해머는 업그레이드를 통해 강화할 수 있으며 업그레이드에 실패하거나 초기화될 수 있습니다.
업그레이드가 10이상이면 해머에 현재 체력 비례 데미지가 추가됩니다."
"UI_Stat_HAMMERING_ATTACK_RATE",248324010770685952,"Hammer Rate","해머공격 확률"
"UI_Stat_HAMMERING_ATTACK_DAMAGE",248324012406464512,"Hammer Damage","해머공격 데미지"
"UI_Stat_HAMMERING_UPGRADE_DISCOUNT",248324013656367104,"Upgrade Discount Rate","업그레이드 할인율"
"UI_Stat_HAMMERING_UPGRADE_RATE",248324077896327168,"Upgrade Rate","업그레이드 성공 확률"
"UI_Stat_HAMMERING_PER_DAMAGE",248324079427248128,"current HP Per Damge","현재 체력 비례 데미지"
"UI_Tutorial_1",249066787349823488,"Hi! I'm Pengo.
Shall we press the <color=#C0FF9E>Play</color> button to start the game?","안녕! 나는 펭고야.
게임을 시작하기 위해 <color=#C0FF9E>플레이</color> 버튼을 눌러볼까?"
"UI_Ranking_BestWave_Update",250738539173502976,"The rankings are updated every 10 minutes.","랭킹은 10분마다 갱신됩니다."
"UI_Tutorial_15",254064153993404416,"It was really hard. Lastly,
I prepared a gift.
Show off your great performance!","정말 고생 많았어.
마지막으로 선물을 준비했어.
<color=#C0FF9E>멋진 활약</color>을 보여줘!"
"UI_Pengo",255588767653789696,"Pengo","펭고"
"UI_PengoWallet",255588767762841600,"Pengo
<size=28><color=#C1EAF8>Wallet</color></size>","펭고
<size=28><color=#C1EAF8>지갑</color></size>"
"UI_Skin",255588767788007424,"Skin","스킨"
"UI_Skin_Edit",255588767788007425,"Edit Skin","스킨 변경"
"UI_Skin_1000101",255588767788007426,"Basic Skin","기본 스킨"
"UI_Skin_1000201",255588767788007427,"Basic Skin","기본 스킨"
"UI_Skin_1000301",255588767788007428,"Basic Skin","기본 스킨"
"UI_Skin_1000401",255588767788007429,"Basic Skin","기본 스킨"
"UI_Skin_1000501",255588767788007430,"Basic Skin","기본 스킨"
"UI_Skin_1100101",255588767788007431,"Basic Skin","기본 스킨"
"UI_Skin_1010101",255588767788007432,"Basic Skin","기본 스킨"
"UI_Skin_1010201",255588767788007433,"Basic Skin","기본 스킨"
"UI_Skin_1010301",255588767788007434,"Basic Skin","기본 스킨"
"UI_Skin_1010501",255588767788007435,"Basic Skin","기본 스킨"
"UI_Skin_1010601",255588767788007436,"Basic Skin","기본 스킨"
"UI_Skin_1110101",255588767788007437,"Basic Skin","기본 스킨"
"UI_Skin_1020101",255588767788007438,"Basic Skin","기본 스킨"
"UI_Skin_1020201",255588767788007439,"Basic Skin","기본 스킨"
"UI_Skin_1020301",255588767788007440,"Basic Skin","기본 스킨"
"UI_Skin_1020401",255588767788007441,"Basic Skin","기본 스킨"
"UI_Skin_1020501",255588767788007442,"Basic Skin","기본 스킨"
"UI_Skin_1120101",255588767788007443,"Basic Skin","기본 스킨"
"UI_Skin_1030101",255588767788007444,"Basic Skin","기본 스킨"
"UI_Skin_1030201",255588767788007445,"Basic Skin","기본 스킨"
"UI_Skin_1030301",255588767788007446,"Basic Skin","기본 스킨"
"UI_Skin_1030401",255588767788007447,"Basic Skin","기본 스킨"
"UI_Skin_1030501",255588767788007448,"Basic Skin","기본 스킨"
"UI_Skin_1030502",255588767788007449,"Holy Night Bard","성야의 빛 바드"
"UI_Skin_1030601",255588767788007450,"Basic Skin","기본 스킨"
"UI_Skin_1030701",255588767788007451,"Basic Skin","기본 스킨"
"UI_Skin_1030801",255588767788007452,"Basic Skin","기본 스킨"
"UI_Skin_1130101",255588767788007453,"Basic Skin","기본 스킨"
"UI_Skin_1040101",255588767788007454,"Basic Skin","기본 스킨"
"UI_Skin_1040201",255588767788007455,"Basic Skin","기본 스킨"
"UI_Skin_1040301",255588767788007456,"Basic Skin","기본 스킨"
"UI_Skin_1040401",255588767788007457,"Basic Skin","기본 스킨"
"UI_Skin_1040501",255588767792201728,"Basic Skin","기본 스킨"
"UI_Skin_1040601",255588767792201729,"Basic Skin","기본 스킨"
"UI_Skin_1040701",255588767792201730,"Basic Skin","기본 스킨"
"UI_Skin_1040801",255588767792201731,"Basic Skin","기본 스킨"
"UI_Skin_1040901",255588767792201732,"Basic Skin","기본 스킨"
"UI_Skin_1041001",255588767792201733,"Basic Skin","기본 스킨"
"UI_Skin_1140101",255588767792201734,"Basic Skin","기본 스킨"
"UI_Skin_1140201",255588767792201735,"Basic Skin","기본 스킨"
"UI_Skin_1140301",255588767792201736,"Basic Skin","기본 스킨"
"UI_Preview",255588767792201737,"Preview","미리보기"
"NOT_OWNED",255588767792201738,"This item is not owned.","상품을 보유하고 있지 않습니다."
"MSG_Purchase_Item",255588767792201739,"Would you like to purchase this item?","구매하시겠습니까?"
"UI_Unlock_Skin",255588767792201740,"Unlock Skin","스킨 획득"
"UI_Unlock_Skin_Desc",255588767792201741,"A new skin has been unlocked.","새로운 스킨을 획득하였습니다!"
"ALREADY_OWNED_SKIN",255588767792201742,"This skin is already owned","이미 보유하고 있는 스킨입니다."
"SpecialStore_SKIN",255588767792201743,"Skin Package","스킨 패키지"
"UI_Skin_Package_Desc",255588767792201744,"Purchase for <color=#FF0000>Guaranteed Character</color> and <color=#FF0000>Skin & Limited Profile</color> all at once.","<color=#FF0000>캐릭터 확정</color> 지급과 <color=#FF0000>스킨, 한정 프로필</color>을 한 번에 구매해보세요."
"UI_Unlock_Skin_Package",255588767792201745,"Skin Package Acquired","스킨 패키지 획득"
"UI_Unlock_Skin_Package_Desc",255588767792201746,"All items in the bundle have been purchased!","구성 상품을 모두 구매하였습니다!"
"MSG_Skin_Owned_Already",255588767792201747,"You already own this skin.
Instead, {0} gems will be sent to your inbox.
Do you still wish to proceed with the purchase?","이미 해당 스킨을 보유하고 있습니다.
보유한 스킨을 대신하여 {0}젬이 우편함으로 지급됩니다.
정말로 구매하시겠습니까?"
"UI_Limited_Goods",255588767792201748,"Limited-Time Offer!","기간 한정 상품!"
"UI_Guaranteed",255588767792201749,"<color=#FF0000>Guaranteed Reward</color>","<color=#FF0000>확정 지급</color>"
"UI_Skin_Provide",255588767792201750,"Includes Skin","스킨 제공"
"UI_Limited_Profile",255588767792201751,"Exclusive Profile","한정 프로필"
"UI_Profile_Acquire",255588767792201752,"How to Get","획득 방법"
"UI_Profile_1",255588767792201753,"Character Acquisition","캐릭터 획득"
"UI_Profile_2",255588767792201754,"Character Acquisition","캐릭터 획득"
"UI_Profile_3",255588767792201755,"Character Acquisition","캐릭터 획득"
"UI_Profile_4",255588767792201756,"Character Acquisition","캐릭터 획득"
"UI_Profile_5",255588767792201757,"Character Acquisition","캐릭터 획득"
"UI_Profile_1001",255588767792201758,"Character Acquisition","캐릭터 획득"
"UI_Profile_101",255588767792201759,"Character Acquisition","캐릭터 획득"
"UI_Profile_102",255588767792201760,"Character Acquisition","캐릭터 획득"
"UI_Profile_103",255588767792201761,"Character Acquisition","캐릭터 획득"
"UI_Profile_105",255588767792201762,"Character Acquisition","캐릭터 획득"
"UI_Profile_106",255588767792201763,"Character Acquisition","캐릭터 획득"
"UI_Profile_1101",255588767792201764,"Character Acquisition","캐릭터 획득"
"UI_Profile_201",255588767792201765,"Character Acquisition","캐릭터 획득"
"UI_Profile_202",255588767792201766,"Character Acquisition","캐릭터 획득"
"UI_Profile_203",255588767792201767,"Character Acquisition","캐릭터 획득"
"UI_Profile_204",255588767792201768,"Character Acquisition","캐릭터 획득"
"UI_Profile_205",255588767792201769,"Character Acquisition","캐릭터 획득"
"UI_Profile_1201",255588767792201770,"Character Acquisition","캐릭터 획득"
"UI_Profile_301",255588767792201771,"Character Acquisition","캐릭터 획득"
"UI_Profile_302",255588767792201772,"Character Acquisition","캐릭터 획득"
"UI_Profile_303",255588767792201773,"Character Acquisition","캐릭터 획득"
"UI_Profile_304",255588767792201774,"Character Acquisition","캐릭터 획득"
"UI_Profile_305",255588767792201775,"Character Acquisition","캐릭터 획득"
"UI_Profile_306",255588767792201776,"Character Acquisition","캐릭터 획득"
"UI_Profile_307",255588767792201777,"Character Acquisition","캐릭터 획득"
"UI_Profile_308",255588767792201778,"Character Acquisition","캐릭터 획득"
"UI_Profile_1301",255588767792201779,"Character Acquisition","캐릭터 획득"
"UI_Profile_401",255588767792201780,"Character Acquisition","캐릭터 획득"
"UI_Profile_402",255588767796396032,"Character Acquisition","캐릭터 획득"
"UI_Profile_403",255588767796396033,"Character Acquisition","캐릭터 획득"
"UI_Profile_404",255588767796396034,"Character Acquisition","캐릭터 획득"
"UI_Profile_405",255588767796396035,"Character Acquisition","캐릭터 획득"
"UI_Profile_406",255588767796396036,"Character Acquisition","캐릭터 획득"
"UI_Profile_407",255588767796396037,"Character Acquisition","캐릭터 획득"
"UI_Profile_408",255588767796396038,"Character Acquisition","캐릭터 획득"
"UI_Profile_409",255588767796396039,"Character Acquisition","캐릭터 획득"
"UI_Profile_410",255588767796396040,"Character Acquisition","캐릭터 획득"
"UI_Profile_1401",255588767796396041,"Character Acquisition","캐릭터 획득"
"UI_Profile_1402",255588767796396042,"Character Acquisition","캐릭터 획득"
"UI_Profile_1403",255588767796396043,"Character Acquisition","캐릭터 획득"
"UI_Profile_10001",255588767796396044,"Weekly Rank Top 1 (7days)","주간 랭킹 TOP1 (7일)"
"UI_Profile_10002",255588767796396045,"Weekly Rank Top 3 (7days)","주간 랭킹 TOP3 (7일)"
"UI_Profile_10003",255588767796396046,"Weekly Rank Top 10 (7days)","주간 랭킹 TOP10 (7일)"
"UI_Profile_20001",255588767796396047,"Purchase Skin Package","스킨 패키지 구매"
"UI_Stat_TRICKSTER_GLACIER_CHANGE_RATE",258009228129591296,"Change Rate","생존 확률"
"POPUP_Skin_Change",258418226079195136,"Skin Change","변경"
"POPUP_Skin_Purchase",258418446481481728,"Skin Purchase","구매하기"
"POPUP_Skin_Title",258437603335856128,"Skin Title","스킨 변경"
"UI_Skin_Purchase",259074390618005504,"Skin Purchase","스킨 구매"
"UI_Skin_Get",259074639503810560,"Skin Get","스킨 획득"
"UI_Skin_PurchaseDesc",259075083143733248,"Skin Purchase?","스킨을 구매하시겠습니까?"
"UI_Skin_GetDesc",259075281471397888,"Skin Get","새로운 스킨을 획득하였습니다!"
"UI_ROULETTE_DESC",334853508075196416,"Spin the wheel to unlock a bonus wave!","룰렛을 돌리면 보너스 웨이브를 드려요!"
"UI_OneDay_One_Free",336753378430525440,"1 free ticket per day","1일 1회 무료"
"UI_MISSION_ROULETTE",336753599520677888,"Spin Roulette {0}","룰렛 돌리기 {0}회"
"UI_FREE_SPIN",336757185000480768,"Free Roulette Spin","무료 돌리기"
"UI_Touch_Empty_Screan",336757562106159104,"Tap anywhere to close","빈 곳을 터치하여 닫기"
"UI_Retry",336757995746861056,"Retry","다시시도"
"UI_Ticket",336758456499544064,"Ticket","이용권"
"UI_Delete_Account",336759429829730304,"Delete Account","계정 탈퇴"
"UI_Skip_Animation",336761250228969472,"Skip Animation","연출 생략"
"UI_Character_309",336772372365549568,"Rio","리오"
"UI_CharacterAttack_309",336997785536798720,"Throwing a boomerang forward.
Throws a boomerang at the farthest enemy within range, and the boomerang returns to Rio.
The boomerang's speed and attack cooldown are affected by attack speed.","전방에 부메랑을 투척합니다.
사거리 내 가장 멀리있는 적에게 부메랑을 던지고,
부메랑은 다시 리오에게 돌아옵니다.
무메랑의 속도와 공격 대기시간은 공격 속도의 영향을 받습니다."
"UI_CharacterInfo_309",336998018391973888,"What? You think you can keep up with my moves? Not a chance","뭐? 내 동작을 따라잡느다고? 어림없지!"
"UI_Character_411",336998205285965824,"Chamy","챠미"
